assembly_id_simp,Contig_number,assembly_id,assembly_name,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination,genome_id,phylogroup,assembly_ID
GCA_000026285,2,GCA_000026285.2,ASM2628v2,Escherichia coli S88,NA,S88,NA,NA,NA,Annotation submitted by Genoscope,5166121,Complete Genome,2008-12-18T00:00:00Z,NA,5032268,5032268,NA,Genoscope,PRJNA33375,SAMEA3138231,5196,4832,159,Escherichia coli,99.07,0.46,GCA_000026285.2_ASM2628v2_genomic,B2,NA
GCA_000220005,6,GCA_000220005.2,ASM22000v2,Escherichia coli UMNF18,NA,UMNF18,NA,NA,NA,Annotation submitted by University of Minnesota,5635305,Complete Genome,2011-11-01T00:00:00Z,NA,5239207,5239207,454 GS FLX; Titanium,University of Minnesota,PRJNA48455,SAMN02471895,5792,5628,46,Escherichia coli,98.61,0.37,GCA_000220005.2_ASM22000v2_genomic,A,NA
GCA_000351585,20,GCA_000351585.1,Esch_coli_KTE60_V1,Escherichia coli KTE60,NA,KTE60,NA,NA,NA,Annotation submitted by Broad Institute,5070788,Scaffold,2013-04-05T00:00:00Z,NA,352414,659044,Illumina,Broad Institute,PRJNA164877,SAMN00854619,4756,4664,2,Escherichia coli,99.22,0.55,GCA_000351585.1_Esch_coli_KTE60_V1_genomic,B2,NA
GCA_000617365,106,GCA_000617365.2,Ec06-3501,Escherichia coli O79:H7 str. 06-3501,NA,584906,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5089833,Scaffold,2014-04-07T00:00:00Z,NA,161915,230877,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352906,4812,4688,35,Escherichia coli,99.53,0.68,GCA_000617365.2_Ec06-3501_genomic,B1,NA
GCA_000352805,9,GCA_000352805.1,Esch_coli_KTE194_V1,Escherichia coli KTE194,NA,KTE194,NA,NA,NA,Annotation submitted by Broad Institute,5156046,Scaffold,2013-04-05T00:00:00Z,NA,244055,1558233,Illumina,Broad Institute,PRJNA163401,SAMN00974049,4848,4764,1,Escherichia coli,99.16,0.43,GCA_000352805.1_Esch_coli_KTE194_V1_genomic,B2,NA
GCA_000690815,2,GCA_000690815.1,ASM69081v1,Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775,NA,DSM 30083,NA,NA,NA,NA,5038133,Scaffold,2014-05-13T00:00:00Z,NA,2571994,4906844,454-GS-FLX-Titanium; Illumina GAII,DOE Joint Genome Institute,PRJNA50621,SAMN00718807,NA,NA,NA,Escherichia coli,99.07,0.5,GCA_000690815.1_ASM69081v1_genomic,B2,NA
GCA_000456605,19,GCA_000456605.1,Esch_coli_HVH_39_4-2679949_V1,Escherichia coli HVH 39 (4-2679949),NA,HVH 39 (4-2679949),NA,NA,NA,Annotation submitted by Broad Institute,5077179,Scaffold,2013-08-29T00:00:00Z,NA,352291,538186,Illumina,Broad Institute,PRJNA186071,SAMN01885701,4781,4682,1,Escherichia coli,98.99,0.22,GCA_000456605.1_Esch_coli_HVH_39_4-2679949_V1_genomic,B2,NA
GCA_000019425,1,GCA_000019425.1,ASM1942v1,Escherichia coli str. K-12 substr. DH10B,NA,K-12 substr. DH10B,NA,NA,NA,Annotation submitted by University of Wisconsin-Madison,4686137,Complete Genome,2008-03-14T00:00:00Z,NA,4686137,4686137,NA,University of Wisconsin-Madison,PRJNA20079,SAMN02604262,4357,4126,74,Escherichia coli,97.14,0.15,GCA_000019425.1_ASM1942v1_genomic,A,NA
GCA_000351225,16,GCA_000351225.1,Esch_coli_KTE216_V1,Escherichia coli KTE216,NA,KTE216,NA,NA,NA,Annotation submitted by Broad Institute,5309892,Scaffold,2013-04-05T00:00:00Z,NA,259392,559885,Illumina,Broad Institute,PRJNA163445,SAMN00974071,5096,4999,1,Escherichia coli,98.87,0.91,GCA_000351225.1_Esch_coli_KTE216_V1_genomic,B2,NA
GCA_000351285,7,GCA_000351285.1,Esch_coli_KTE228_V1,Escherichia coli KTE228,NA,KTE228,NA,NA,NA,Annotation submitted by Broad Institute,5235232,Scaffold,2013-04-05T00:00:00Z,NA,251218,5031549,Illumina,Broad Institute,PRJNA163469,SAMN00974083,4894,4811,1,Escherichia coli,98.94,0.71,GCA_000351285.1_Esch_coli_KTE228_V1_genomic,D,NA
GCA_000460835,21,GCA_000460835.1,Esch_coli_UMEA_3212-1_V1,Escherichia coli UMEA 3212-1,NA,UMEA 3212-1,NA,NA,NA,Annotation submitted by Broad Institute,5378085,Scaffold,2013-08-29T00:00:00Z,NA,135132,863759,Illumina,Broad Institute,PRJNA186320,SAMN01885930,5235,5129,1,Escherichia coli,98.53,0.7,GCA_000460835.1_Esch_coli_UMEA_3212-1_V1_genomic,A,NA
GCA_000616005,195,GCA_000616005.2,Ec2011EL-2109,Escherichia coli O157:H7 str. 2011EL-2109,NA,2011EL-2109,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5312665,Scaffold,2014-04-07T00:00:00Z,NA,133048,140147,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353054,5009,4843,60,Escherichia coli,99.53,0.15,GCA_000616005.2_Ec2011EL-2109_genomic,E,NA
GCA_000617805,203,GCA_000617805.2,Ec2010C-4592,Escherichia coli O111:NM str. 2010C-4592,NA,2010C-4592,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5185553,Scaffold,2014-04-07T00:00:00Z,NA,94436,113765,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352993,5054,4856,90,Escherichia coli,98.95,0.64,GCA_000617805.2_Ec2010C-4592_genomic,B1,NA
GCA_000776675,30,GCA_000776675.1,ASM77667v1,Escherichia coli,NA,upec-59,NA,NA,NA,NA,4630305,Scaffold,2014-11-13T00:00:00Z,NA,152429,548658,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802151,NA,NA,NA,Escherichia coli,99.24,0.18,GCA_000776675.1_ASM77667v1_genomic,B2,NA
GCA_000520055,3,GCA_000520055.1,ASM52005v1,Escherichia coli O145:H28 str. RM13516,NA,RM13516,NA,NA,NA,"Annotation submitted by USDA, ARS, WRRC, PSM",5559008,Complete Genome,2014-01-14T00:00:00Z,NA,5402276,5402276,454; Illumina; PacBio,"USDA, ARS, WRRC, PSM",PRJNA178650,SAMN02641384,5636,5513,NA,Escherichia coli,98.85,0.42,GCA_000520055.1_ASM52005v1_genomic,D,NA
GCA_000459175,11,GCA_000459175.1,Esch_coli_HVH_206_4-3128229_V1,Escherichia coli HVH 206 (4-3128229),NA,HVH 206 (4-3128229),NA,NA,NA,Annotation submitted by Broad Institute,5280711,Scaffold,2013-08-29T00:00:00Z,NA,961112,2880439,Illumina,Broad Institute,PRJNA186233,SAMN01885845,5049,4943,1,Escherichia coli,98.98,0.91,GCA_000459175.1_Esch_coli_HVH_206_4-3128229_V1_genomic,D,NA
GCA_000457755,10,GCA_000457755.1,Esch_coli_HVH_120_4-6978681_V1,Escherichia coli HVH 120 (4-6978681),NA,HVH 120 (4-6978681),NA,NA,NA,Annotation submitted by Broad Institute,5060527,Scaffold,2013-08-29T00:00:00Z,NA,298203,1095304,Illumina,Broad Institute,PRJNA186142,SAMN01885769,4779,4672,1,Escherichia coli,98.91,0.25,GCA_000457755.1_Esch_coli_HVH_120_4-6978681_V1_genomic,B2,NA
GCA_000456365,26,GCA_000456365.1,Esch_coli_HVH_25_4-5851939_V1,Escherichia coli HVH 25 (4-5851939),NA,HVH 25 (4-5851939),NA,NA,NA,Annotation submitted by Broad Institute,5659831,Scaffold,2013-08-29T00:00:00Z,NA,137672,729262,Illumina,Broad Institute,PRJNA186058,SAMN01885688,5520,5430,1,Escherichia coli,98.95,0.68,GCA_000456365.1_Esch_coli_HVH_25_4-5851939_V1_genomic,D,NA
GCA_000461575,8,GCA_000461575.1,Esch_coli_UMEA_3694-1_V1,Escherichia coli UMEA 3694-1,NA,UMEA 3694-1,NA,NA,NA,Annotation submitted by Broad Institute,5163611,Scaffold,2013-08-29T00:00:00Z,NA,366478,2692117,Illumina,Broad Institute,PRJNA186367,SAMN01885976,4853,4747,1,Escherichia coli,99.17,0.22,GCA_000461575.1_Esch_coli_UMEA_3694-1_V1_genomic,B2,NA
GCA_000418655,227,GCA_000418655.1,E_coliMC21-1.0,Escherichia coli MC21,NA,MC21,NA,NA,NA,NA,5135851,Scaffold,2013-07-08T00:00:00Z,NA,77112,181472,Illumina,The Genome Institute,PRJNA203052,SAMN02436758,NA,NA,NA,Escherichia coli,98.89,0.69,GCA_000418655.1_E_coliMC21-1.0_genomic,D,NA
GCA_000456385,16,GCA_000456385.1,Esch_coli_HVH_26_4-5703913_V1,Escherichia coli HVH 26 (4-5703913),NA,HVH 26 (4-5703913),NA,NA,NA,Annotation submitted by Broad Institute,5323393,Scaffold,2013-08-29T00:00:00Z,NA,175427,769562,Illumina,Broad Institute,PRJNA186059,SAMN01885689,5084,4999,1,Escherichia coli,99.01,0.64,GCA_000456385.1_Esch_coli_HVH_26_4-5703913_V1_genomic,B2,NA
GCA_000776855,114,GCA_000776855.1,ASM77685v1,Escherichia coli,NA,upec-91,NA,NA,NA,NA,5289664,Scaffold,2014-11-13T00:00:00Z,NA,61526,167475,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802187,NA,NA,NA,Escherichia coli,98.35,0.52,GCA_000776855.1_ASM77685v1_genomic,B2,NA
GCA_000352205,6,GCA_000352205.1,Esch_coli_KTE23_V1,Escherichia coli KTE23,NA,KTE23,NA,NA,NA,Annotation submitted by Broad Institute,4876934,Scaffold,2013-04-05T00:00:00Z,NA,535626,2495066,Illumina,Broad Institute,PRJNA157603,SAMN00847660,4623,4522,1,Escherichia coli,98.78,0.18,GCA_000352205.1_Esch_coli_KTE23_V1_genomic,B2,NA
GCA_000006665,2,GCA_000006665.1,ASM666v1,Escherichia coli O157:H7 str. EDL933,NA,EDL933,NA,NA,NA,Annotation submitted by Univ. Wisconsin,5620522,Chromosome,2004-12-06T00:00:00Z,NA,3798696,5528445,NA,Univ. Wisconsin,PRJNA259,SAMN02604092,5579,5449,NA,Escherichia coli,99.38,0.15,GCA_000006665.1_ASM666v1_genomic,E,NA
GCA_000010485,2,GCA_000010485.1,ASM1048v1,Escherichia coli SE15,NA,SE15,NA,NA,NA,Annotation submitted by Kitasato University,4839683,Complete Genome,2009-12-14T00:00:00Z,NA,4717338,4717338,NA,Kitasato University,PRJDA19053,SAMD00060923,4594,4488,NA,Escherichia coli,98.7,0.51,GCA_000010485.1_ASM1048v1_genomic,B2,NA
GCA_000776455,113,GCA_000776455.1,ASM77645v1,Escherichia coli,NA,upec-85,NA,NA,NA,NA,5169270,Scaffold,2014-11-13T00:00:00Z,NA,101160,186401,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802180,NA,NA,NA,Escherichia coli,98.71,0.46,GCA_000776455.1_ASM77645v1_genomic,B2,NA
GCA_000752455,121,GCA_000752455.1,FHI31,Escherichia coli,NA,E. coli,NA,NA,NA,NA,5365092,Scaffold,2014-09-04T00:00:00Z,NA,113201,204813,NA,NTNU,PRJEB6447,SAMEA2593915,NA,NA,NA,Escherichia coli,99.52,0.33,GCA_000752455.1_FHI31_genomic,B1,NA
GCA_000352225,5,GCA_000352225.1,Esch_coli_KTE43_V1,Escherichia coli KTE43,NA,KTE43,NA,NA,NA,Annotation submitted by Broad Institute,5044424,Scaffold,2013-04-05T00:00:00Z,NA,271662,4380743,Illumina,Broad Institute,PRJNA157639,SAMN00847678,4706,4616,1,Escherichia coli,98.82,0.24,GCA_000352225.1_Esch_coli_KTE43_V1_genomic,B2,NA
GCA_000163175,44,GCA_000163175.1,ASM16317v1,Escherichia coli B185,NA,B185,NA,NA,NA,Annotation submitted by Broad Institute,5144306,Scaffold,2010-03-23T00:00:00Z,NA,118777,1190852,454,Broad Institute,PRJNA38915,SAMN02595357,4797,4627,1,Escherichia coli,99.52,0.7,GCA_000163175.1_ASM16317v1_genomic,E,NA
GCA_000461335,9,GCA_000461335.1,Esch_coli_UMEA_3391-1_V1,Escherichia coli UMEA 3391-1,NA,UMEA 3391-1,NA,NA,NA,Annotation submitted by Broad Institute,5232455,Scaffold,2013-08-29T00:00:00Z,NA,281811,1524289,Illumina,Broad Institute,PRJNA186351,SAMN01885960,4930,4837,1,Escherichia coli,98.75,0.46,GCA_000461335.1_Esch_coli_UMEA_3391-1_V1_genomic,B2,NA
GCA_000507685,7,GCA_000507685.1,Esch_coli_UMEA_3489-1_V1,Escherichia coli UMEA 3489-1,NA,UMEA 3489-1,NA,NA,NA,Annotation submitted by Broad Institute,4935792,Scaffold,2013-12-13T00:00:00Z,NA,467153,4041734,Illumina,Broad Institute,PRJNA186353,SAMN01885962,4634,4546,1,Escherichia coli,99.24,0.51,GCA_000507685.1_Esch_coli_UMEA_3489-1_V1_genomic,B2,NA
GCA_000488115,17,GCA_000488115.1,Esch_coli_UMEA_3693-1_V1,Escherichia coli UMEA 3693-1,NA,UMEA 3693-1,NA,NA,NA,Annotation submitted by Broad Institute,5431058,Scaffold,2013-10-29T00:00:00Z,NA,279532,777770,Illumina,Broad Institute,PRJNA186366,SAMN01885975,5100,5004,1,Escherichia coli,99.2,0.42,GCA_000488115.1_Esch_coli_UMEA_3693-1_V1_genomic,B2,NA
GCA_000616445,173,GCA_000616445.2,Ec2011EL-2092,Escherichia coli O157:H7 str. 2011EL-2092,NA,2011EL-2092,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5341759,Scaffold,2014-04-07T00:00:00Z,NA,133077,148177,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353040,5094,4945,55,Escherichia coli,99.19,0.15,GCA_000616445.2_Ec2011EL-2092_genomic,E,NA
GCA_000458475,9,GCA_000458475.1,Esch_coli_HVH_163_4-4697553_V1,Escherichia coli HVH 163 (4-4697553),NA,HVH 163 (4-4697553),NA,NA,NA,Annotation submitted by Broad Institute,5393013,Scaffold,2013-08-29T00:00:00Z,NA,889516,4693653,Illumina,Broad Institute,PRJNA186195,SAMN01885808,5201,5095,1,Escherichia coli,98.99,0.75,GCA_000458475.1_Esch_coli_HVH_163_4-4697553_V1_genomic,D,NA
GCA_000616585,160,GCA_000616585.2,Ec08-3037,Escherichia coli O157:H7 str. 08-3037,NA,415495,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5233638,Scaffold,2014-04-07T00:00:00Z,NA,146401,157820,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352919,4926,4760,66,Escherichia coli,99.49,0.15,GCA_000616585.2_Ec08-3037_genomic,E,NA
GCA_000777415,102,GCA_000777415.1,ASM77741v1,Escherichia coli,NA,upec-289,NA,NA,NA,NA,5153790,Scaffold,2014-11-13T00:00:00Z,NA,95277,240600,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802117,NA,NA,NA,Escherichia coli,98.18,0.53,GCA_000777415.1_ASM77741v1_genomic,B2,NA
GCA_000233875,1,GCA_000233875.1,ASM23387v1,Escherichia coli str. 'clone D i2',NA,clone D i2,NA,NA,NA,"Annotation submitted by TEDA School of Biological Sciences and Biotechnology, Nankai University",5038386,Complete Genome,2011-11-03T00:00:00Z,NA,5038386,5038386,NA,"TEDA School of Biological Sciences and Biotechnology, Nankai University",PRJNA52021,SAMN02603902,5049,4919,20,Escherichia coli,99.24,0.21,GCA_000233875.1_ASM23387v1_genomic,B2,NA
GCA_000618165,187,GCA_000618165.2,EcF6714,Escherichia coli O121:H19 str. F6714,NA,F6714,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5130450,Scaffold,2014-04-08T00:00:00Z,NA,126520,139474,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353074,4900,4714,83,Escherichia coli,99.26,0.34,GCA_000618165.2_EcF6714_genomic,B1,NA
GCA_000352825,5,GCA_000352825.1,Esch_coli_KTE190_V1,Escherichia coli KTE190,NA,KTE190,NA,NA,NA,Annotation submitted by Broad Institute,5132135,Scaffold,2013-04-05T00:00:00Z,NA,249183,4909054,Illumina,Broad Institute,PRJNA163393,SAMN00974045,4785,4693,1,Escherichia coli,98.79,0.36,GCA_000352825.1_Esch_coli_KTE190_V1_genomic,D,NA
GCA_000776335,171,GCA_000776335.1,ASM77633v1,Escherichia coli,NA,upec-69,NA,NA,NA,NA,5419385,Scaffold,2014-11-13T00:00:00Z,NA,86760,108595,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802162,NA,NA,NA,Escherichia coli,98.8,0.83,GCA_000776335.1_ASM77633v1_genomic,D,NA
GCA_000617565,190,GCA_000617565.1,Ec2010C-4824,Escherichia coli O121:H19 str. 2010C-4824,NA,2010C-4824,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5152875,Scaffold,2014-04-07T00:00:00Z,NA,122243,134646,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353003,4926,4739,82,Escherichia coli,99.26,0.4,GCA_000617565.1_Ec2010C-4824_genomic,B1,NA
GCA_000770285,114,GCA_000770285.1,ASM77028v1,Escherichia coli,NA,MRSN22624,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5184392,Scaffold,2014-10-31T00:00:00Z,NA,191617,191617,Illumina MiSeq,Walter Reed Army Institute of Research,PRJNA261723,SAMN03075589,5257,5055,110,Escherichia coli,99.02,0.65,GCA_000770285.1_ASM77028v1_genomic,B2,NA
GCA_000488795,164,GCA_000488795.1,ASM48879v1,Escherichia coli 910096-2,NA,910096-2,NA,NA,NA,Annotation submitted by Washington University,4997415,Scaffold,2013-10-29T00:00:00Z,NA,84768,109934,Illumina,Washington University,PRJNA183833,SAMN02436875,5367,5251,NA,Escherichia coli,97.15,0.68,GCA_000488795.1_ASM48879v1_genomic,B2,NA
GCA_000219515,4,GCA_000219515.3,ASM21951v3,Escherichia coli PCN033,NA,PCN033,NA,NA,NA,Annotation submitted by Chinese National Human Genome Center at Shanghai,5156873,Complete Genome,2015-06-08T00:00:00Z,NA,4987957,4987957,454,Chinese National Human Genome Center at Shanghai,PRJNA64999,SAMN02469619,5230,5072,51,Escherichia coli,99.05,0.65,GCA_000219515.3_ASM21951v3_genomic,D,NA
GCA_000457325,10,GCA_000457325.1,Esch_coli_HVH_92_4-5930790_V1,Escherichia coli HVH 92 (4-5930790),NA,HVH 92 (4-5930790),NA,NA,NA,Annotation submitted by Broad Institute,5398063,Scaffold,2013-09-06T00:00:00Z,NA,281476,1658568,Illumina,Broad Institute,PRJNA186114,SAMN01885741,5047,4937,1,Escherichia coli,99.17,0.38,GCA_000457325.1_Esch_coli_HVH_92_4-5930790_V1_genomic,B2,NA
GCA_000460475,16,GCA_000460475.1,Esch_coli_UMEA_3162-1_V1,Escherichia coli UMEA 3162-1,NA,UMEA 3162-1,NA,NA,NA,Annotation submitted by Broad Institute,5255604,Scaffold,2013-08-29T00:00:00Z,NA,279134,639846,Illumina,Broad Institute,PRJNA186302,SAMN01885912,5078,4980,1,Escherichia coli,98.85,0.51,GCA_000460475.1_Esch_coli_UMEA_3162-1_V1_genomic,B2,NA
GCA_000460315,3,GCA_000460315.1,Esch_coli_UMEA_3144-1_V1,Escherichia coli UMEA 3144-1,NA,UMEA 3144-1,NA,NA,NA,Annotation submitted by Broad Institute,5071576,Scaffold,2013-08-29T00:00:00Z,NA,228639,3529398,Illumina,Broad Institute,PRJNA186293,SAMN01885903,4671,4578,1,Escherichia coli,99.21,0.58,GCA_000460315.1_Esch_coli_UMEA_3144-1_V1_genomic,D,NA
GCA_000460515,13,GCA_000460515.1,Esch_coli_UMEA_3172-1_V1,Escherichia coli UMEA 3172-1,NA,UMEA 3172-1,NA,NA,NA,Annotation submitted by Broad Institute,5279354,Scaffold,2013-08-29T00:00:00Z,NA,234480,803374,Illumina,Broad Institute,PRJNA186304,SAMN01885914,4977,4885,1,Escherichia coli,98.16,0.27,GCA_000460515.1_Esch_coli_UMEA_3172-1_V1_genomic,B2,NA
GCA_000619685,209,GCA_000619685.2,Ec08-4540,Escherichia coli O157:NM str. 08-4540,NA,964455,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5368355,Scaffold,2014-04-08T00:00:00Z,NA,142196,183929,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352926,5127,4946,75,Escherichia coli,99.37,0.15,GCA_000619685.2_Ec08-4540_genomic,E,NA
GCA_000461475,14,GCA_000461475.1,Esch_coli_UMEA_3656-1_V1,Escherichia coli UMEA 3656-1,NA,UMEA 3656-1,NA,NA,NA,Annotation submitted by Broad Institute,5078427,Scaffold,2013-08-29T00:00:00Z,NA,408232,2786433,Illumina,Broad Institute,PRJNA186361,SAMN01885970,4838,4743,1,Escherichia coli,98.41,0.47,GCA_000461475.1_Esch_coli_UMEA_3656-1_V1_genomic,B2,NA
GCA_000617605,186,GCA_000617605.2,Ec2010C-4966,Escherichia coli O121:H19 str. 2010C-4966,NA,2010C-4966,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5129468,Scaffold,2014-04-07T00:00:00Z,NA,122195,135113,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353006,4904,4726,80,Escherichia coli,99.16,0.34,GCA_000617605.2_Ec2010C-4966_genomic,B1,NA
GCA_000459015,12,GCA_000459015.1,Esch_coli_HVH_198_4-3206106_V1,Escherichia coli HVH 198 (4-3206106),NA,HVH 198 (4-3206106),NA,NA,NA,Annotation submitted by Broad Institute,5093797,Scaffold,2013-08-29T00:00:00Z,NA,477220,2577358,Illumina,Broad Institute,PRJNA186224,SAMN01885837,4869,4773,1,Escherichia coli,99,0.28,GCA_000459015.1_Esch_coli_HVH_198_4-3206106_V1_genomic,B2,NA
GCA_000352365,7,GCA_000352365.1,Esch_coli_KTE59_V1,Escherichia coli KTE59,NA,KTE59,NA,NA,NA,Annotation submitted by Broad Institute,5145928,Scaffold,2013-04-05T00:00:00Z,NA,252572,3938492,Illumina,Broad Institute,PRJNA164875,SAMN00854618,4870,4791,1,Escherichia coli,98.9,0.89,GCA_000352365.1_Esch_coli_KTE59_V1_genomic,B2,NA
GCA_000599685,1,GCA_000599685.1,ASM59968v1,Escherichia coli,NA,ST2747,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4998910,Complete Genome,2014-03-19T00:00:00Z,NA,4998910,4998910,PacBio,University of Antwerpen,PRJNA238952,SAMN02666697,4848,4560,163,Escherichia coli,99.26,0.18,GCA_000599685.1_ASM59968v1_genomic,D,NA
GCA_000352125,3,GCA_000352125.1,Esch_coli_KTE17_V1,Escherichia coli KTE17,NA,KTE17,NA,NA,NA,Annotation submitted by Broad Institute,4915467,Scaffold,2013-04-05T00:00:00Z,NA,275195,4675694,Illumina,Broad Institute,PRJNA157591,SAMN00847654,4632,4547,1,Escherichia coli,98.97,0.18,GCA_000352125.1_Esch_coli_KTE17_V1_genomic,B2,NA
GCA_000461755,9,GCA_000461755.1,Esch_coli_UMEA_3889-1_V1,Escherichia coli UMEA 3889-1,NA,UMEA 3889-1,NA,NA,NA,Annotation submitted by Broad Institute,4734919,Scaffold,2013-08-29T00:00:00Z,NA,195132,2756509,Illumina,Broad Institute,PRJNA186376,SAMN01885985,4505,4408,1,Escherichia coli,98.88,0.25,GCA_000461755.1_Esch_coli_UMEA_3889-1_V1_genomic,A,NA
GCA_000778335,123,GCA_000778335.1,ASM77833v1,Escherichia coli,NA,upec-237,NA,NA,NA,NA,5402128,Scaffold,2014-11-13T00:00:00Z,NA,120515,204642,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802061,NA,NA,NA,Escherichia coli,98.89,0.22,GCA_000778335.1_ASM77833v1_genomic,B2,NA
GCA_000164375,190,GCA_000164375.1,ASM16437v1,Escherichia coli MS 117-3,NA,MS 117-3,NA,NA,NA,Annotation submitted by Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine,5035484,Scaffold,2010-05-26T00:00:00Z,NA,25630,119290,Illumina,Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine,PRJNA47231,SAMN00189166,5491,5376,NA,Escherichia coli,99.26,0.6,GCA_000164375.1_ASM16437v1_genomic,B1,NA
GCA_000457285,5,GCA_000457285.1,Esch_coli_HVH_90_4-3191362_V1,Escherichia coli HVH 90 (4-3191362),NA,HVH 90 (4-3191362),NA,NA,NA,Annotation submitted by Broad Institute,5179002,Scaffold,2013-08-29T00:00:00Z,NA,305209,4104377,Illumina,Broad Institute,PRJNA186112,SAMN01885739,4931,4825,1,Escherichia coli,98.9,0.51,GCA_000457285.1_Esch_coli_HVH_90_4-3191362_V1_genomic,B2,NA
GCA_000026245,1,GCA_000026245.1,ASM2624v1,Escherichia coli 55989,NA,55989,NA,NA,NA,Annotation submitted by Institut Pasteur and Genoscope,5154862,Complete Genome,2008-12-18T00:00:00Z,NA,5154862,5154862,NA,Institut Pasteur and Genoscope,PRJNA33413,SAMEA3138229,5145,4763,156,Escherichia coli,99.21,0.54,GCA_000026245.1_ASM2624v1_genomic,B1,NA
GCA_000778235,79,GCA_000778235.1,ASM77823v1,Escherichia coli,NA,upec-243,NA,NA,NA,NA,5026988,Scaffold,2014-11-13T00:00:00Z,NA,156781,282008,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802068,NA,NA,NA,Escherichia coli,99.09,0.4,GCA_000778235.1_ASM77823v1_genomic,B2,NA
GCA_000408545,5,GCA_000408545.1,Esch_coli_KTE98_V1,Escherichia coli KTE98,NA,KTE98,NA,NA,NA,Annotation submitted by Broad Institute,5209925,Scaffold,2013-06-04T00:00:00Z,NA,389561,2922009,Illumina,Broad Institute,PRJNA164939,SAMN00854650,4925,4843,1,Escherichia coli,99.22,0.58,GCA_000408545.1_Esch_coli_KTE98_V1_genomic,F,NA
GCA_000622445,273,GCA_000622445.2,Ec03-3500,Escherichia coli O26:H11 str. 03-3500,NA,584449,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5361185,Scaffold,2014-04-09T00:00:00Z,NA,104014,117850,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352899,5158,4967,80,Escherichia coli,99.46,0.71,GCA_000622445.2_Ec03-3500_genomic,B1,NA
GCA_000619045,221,GCA_000619045.2,Ec2009C-4258,Escherichia coli O157:H7 str. 2009C-4258,NA,2009C-4258,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5364627,Scaffold,2014-04-08T00:00:00Z,NA,142574,146415,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352944,5107,4931,74,Escherichia coli,99.35,0.15,GCA_000619045.2_Ec2009C-4258_genomic,E,NA
GCA_000458335,13,GCA_000458335.1,Esch_coli_HVH_156_4-3206505_V1,Escherichia coli HVH 156 (4-3206505),NA,HVH 156 (4-3206505),NA,NA,NA,Annotation submitted by Broad Institute,5325224,Scaffold,2013-08-29T00:00:00Z,NA,297292,1433594,Illumina,Broad Institute,PRJNA186188,SAMN01885801,5060,4955,1,Escherichia coli,99.17,0.58,GCA_000458335.1_Esch_coli_HVH_156_4-3206505_V1_genomic,B2,NA
GCA_000616075,190,GCA_000616075.2,Ec2011EL-2112,Escherichia coli O157:H7 str. 2011EL-2112,NA,2011EL-2112,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5294107,Scaffold,2014-04-07T00:00:00Z,NA,132596,145287,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353056,4973,4817,55,Escherichia coli,99.53,0.15,GCA_000616075.2_Ec2011EL-2112_genomic,E,NA
