assembly_id_simp,Contig_number,assembly_id,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination
GCA_000616005,195,GCA_000616005.2,Escherichia coli O157:H7 str. 2011EL-2109,NA,2011EL-2109,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5312665,Scaffold,2014-04-07T00:00:00Z,NA,133048,140147,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353054,5009,4843,60,Escherichia coli,99.53,0.15
GCA_000617805,203,GCA_000617805.2,Escherichia coli O111:NM str. 2010C-4592,NA,2010C-4592,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5185553,Scaffold,2014-04-07T00:00:00Z,NA,94436,113765,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352993,5054,4856,90,Escherichia coli,98.95,0.64
GCA_000776675,30,GCA_000776675.1,Escherichia coli,NA,upec-59,NA,NA,NA,NA,4630305,Scaffold,2014-11-13T00:00:00Z,NA,152429,548658,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802151,NA,NA,NA,Escherichia coli,99.24,0.18
GCA_000520055,3,GCA_000520055.1,Escherichia coli O145:H28 str. RM13516,NA,RM13516,NA,NA,NA,"Annotation submitted by USDA, ARS, WRRC, PSM",5559008,Complete Genome,2014-01-14T00:00:00Z,NA,5402276,5402276,454; Illumina; PacBio,"USDA, ARS, WRRC, PSM",PRJNA178650,SAMN02641384,5636,5513,NA,Escherichia coli,98.85,0.42
GCA_000459175,11,GCA_000459175.1,Escherichia coli HVH 206 (4-3128229),NA,HVH 206 (4-3128229),NA,NA,NA,Annotation submitted by Broad Institute,5280711,Scaffold,2013-08-29T00:00:00Z,NA,961112,2880439,Illumina,Broad Institute,PRJNA186233,SAMN01885845,5049,4943,1,Escherichia coli,98.98,0.91
GCA_000457755,10,GCA_000457755.1,Escherichia coli HVH 120 (4-6978681),NA,HVH 120 (4-6978681),NA,NA,NA,Annotation submitted by Broad Institute,5060527,Scaffold,2013-08-29T00:00:00Z,NA,298203,1095304,Illumina,Broad Institute,PRJNA186142,SAMN01885769,4779,4672,1,Escherichia coli,98.91,0.25
GCA_000456365,26,GCA_000456365.1,Escherichia coli HVH 25 (4-5851939),NA,HVH 25 (4-5851939),NA,NA,NA,Annotation submitted by Broad Institute,5659831,Scaffold,2013-08-29T00:00:00Z,NA,137672,729262,Illumina,Broad Institute,PRJNA186058,SAMN01885688,5520,5430,1,Escherichia coli,98.95,0.68
GCA_000461575,8,GCA_000461575.1,Escherichia coli UMEA 3694-1,NA,UMEA 3694-1,NA,NA,NA,Annotation submitted by Broad Institute,5163611,Scaffold,2013-08-29T00:00:00Z,NA,366478,2692117,Illumina,Broad Institute,PRJNA186367,SAMN01885976,4853,4747,1,Escherichia coli,99.17,0.22
GCA_000418655,227,GCA_000418655.1,Escherichia coli MC21,NA,MC21,NA,NA,NA,NA,5135851,Scaffold,2013-07-08T00:00:00Z,NA,77112,181472,Illumina,The Genome Institute,PRJNA203052,SAMN02436758,NA,NA,NA,Escherichia coli,98.89,0.69
GCA_000456385,16,GCA_000456385.1,Escherichia coli HVH 26 (4-5703913),NA,HVH 26 (4-5703913),NA,NA,NA,Annotation submitted by Broad Institute,5323393,Scaffold,2013-08-29T00:00:00Z,NA,175427,769562,Illumina,Broad Institute,PRJNA186059,SAMN01885689,5084,4999,1,Escherichia coli,99.01,0.64
GCA_000776855,114,GCA_000776855.1,Escherichia coli,NA,upec-91,NA,NA,NA,NA,5289664,Scaffold,2014-11-13T00:00:00Z,NA,61526,167475,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802187,NA,NA,NA,Escherichia coli,98.35,0.52
GCA_000352205,6,GCA_000352205.1,Escherichia coli KTE23,NA,KTE23,NA,NA,NA,Annotation submitted by Broad Institute,4876934,Scaffold,2013-04-05T00:00:00Z,NA,535626,2495066,Illumina,Broad Institute,PRJNA157603,SAMN00847660,4623,4522,1,Escherichia coli,98.78,0.18
GCA_000006665,2,GCA_000006665.1,Escherichia coli O157:H7 str. EDL933,NA,EDL933,NA,NA,NA,Annotation submitted by Univ. Wisconsin,5620522,Chromosome,2004-12-06T00:00:00Z,NA,3798696,5528445,NA,Univ. Wisconsin,PRJNA259,SAMN02604092,5579,5449,NA,Escherichia coli,99.38,0.15
GCA_000010485,2,GCA_000010485.1,Escherichia coli SE15,NA,SE15,NA,NA,NA,Annotation submitted by Kitasato University,4839683,Complete Genome,2009-12-14T00:00:00Z,NA,4717338,4717338,NA,Kitasato University,PRJDA19053,SAMD00060923,4594,4488,NA,Escherichia coli,98.7,0.51
GCA_000776455,113,GCA_000776455.1,Escherichia coli,NA,upec-85,NA,NA,NA,NA,5169270,Scaffold,2014-11-13T00:00:00Z,NA,101160,186401,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802180,NA,NA,NA,Escherichia coli,98.71,0.46
GCA_000752455,121,GCA_000752455.1,Escherichia coli,NA,E. coli,NA,NA,NA,NA,5365092,Scaffold,2014-09-04T00:00:00Z,NA,113201,204813,NA,NTNU,PRJEB6447,SAMEA2593915,NA,NA,NA,Escherichia coli,99.52,0.33
GCA_000352225,5,GCA_000352225.1,Escherichia coli KTE43,NA,KTE43,NA,NA,NA,Annotation submitted by Broad Institute,5044424,Scaffold,2013-04-05T00:00:00Z,NA,271662,4380743,Illumina,Broad Institute,PRJNA157639,SAMN00847678,4706,4616,1,Escherichia coli,98.82,0.24
GCA_000303375,394,GCA_000303375.2,Escherichia coli EC1866,NA,EC1866,NA,NA,NA,Annotation submitted by Institute for Genome Sciences,5402434,Scaffold,2012-10-12T00:00:00Z,NA,121953,145477,Illumina,Institute for Genome Sciences,PRJNA65971,SAMN00808715,5827,5730,NA,Escherichia coli,99.56,0.15
GCA_000163175,44,GCA_000163175.1,Escherichia coli B185,NA,B185,NA,NA,NA,Annotation submitted by Broad Institute,5144306,Scaffold,2010-03-23T00:00:00Z,NA,118777,1190852,454,Broad Institute,PRJNA38915,SAMN02595357,4797,4627,1,Escherichia coli,99.52,0.7
GCA_000461335,9,GCA_000461335.1,Escherichia coli UMEA 3391-1,NA,UMEA 3391-1,NA,NA,NA,Annotation submitted by Broad Institute,5232455,Scaffold,2013-08-29T00:00:00Z,NA,281811,1524289,Illumina,Broad Institute,PRJNA186351,SAMN01885960,4930,4837,1,Escherichia coli,98.75,0.46
GCA_000507685,7,GCA_000507685.1,Escherichia coli UMEA 3489-1,NA,UMEA 3489-1,NA,NA,NA,Annotation submitted by Broad Institute,4935792,Scaffold,2013-12-13T00:00:00Z,NA,467153,4041734,Illumina,Broad Institute,PRJNA186353,SAMN01885962,4634,4546,1,Escherichia coli,99.24,0.51
GCA_000488115,17,GCA_000488115.1,Escherichia coli UMEA 3693-1,NA,UMEA 3693-1,NA,NA,NA,Annotation submitted by Broad Institute,5431058,Scaffold,2013-10-29T00:00:00Z,NA,279532,777770,Illumina,Broad Institute,PRJNA186366,SAMN01885975,5100,5004,1,Escherichia coli,99.2,0.42
GCA_000616445,173,GCA_000616445.2,Escherichia coli O157:H7 str. 2011EL-2092,NA,2011EL-2092,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5341759,Scaffold,2014-04-07T00:00:00Z,NA,133077,148177,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353040,5094,4945,55,Escherichia coli,99.19,0.15
GCA_000458475,9,GCA_000458475.1,Escherichia coli HVH 163 (4-4697553),NA,HVH 163 (4-4697553),NA,NA,NA,Annotation submitted by Broad Institute,5393013,Scaffold,2013-08-29T00:00:00Z,NA,889516,4693653,Illumina,Broad Institute,PRJNA186195,SAMN01885808,5201,5095,1,Escherichia coli,98.99,0.75
GCA_000616585,160,GCA_000616585.2,Escherichia coli O157:H7 str. 08-3037,NA,415495,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5233638,Scaffold,2014-04-07T00:00:00Z,NA,146401,157820,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352919,4926,4760,66,Escherichia coli,99.49,0.15
GCA_000471525,402,GCA_000471525.1,Escherichia coli K2,NA,K2,NA,NA,NA,NA,5261962,Scaffold,2013-09-24T00:00:00Z,NA,85499,105599,Illumina,"Department of Pediatrics, Washington University School of Medicine",PRJNA215830,SAMN02335252,NA,NA,NA,Escherichia coli,98.98,0.15
GCA_000303755,352,GCA_000303755.2,Escherichia coli FDA504,NA,FDA504,NA,NA,NA,Annotation submitted by Institute for Genome Sciences,5292415,Scaffold,2012-10-12T00:00:00Z,NA,145373,157881,Illumina,Institute for Genome Sciences,PRJNA65753,SAMN00794580,5600,5503,NA,Escherichia coli,99.03,0.15
GCA_000777415,102,GCA_000777415.1,Escherichia coli,NA,upec-289,NA,NA,NA,NA,5153790,Scaffold,2014-11-13T00:00:00Z,NA,95277,240600,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802117,NA,NA,NA,Escherichia coli,98.18,0.53
GCA_000233875,1,GCA_000233875.1,Escherichia coli str. 'clone D i2',NA,clone D i2,NA,NA,NA,"Annotation submitted by TEDA School of Biological Sciences and Biotechnology, Nankai University",5038386,Complete Genome,2011-11-03T00:00:00Z,NA,5038386,5038386,NA,"TEDA School of Biological Sciences and Biotechnology, Nankai University",PRJNA52021,SAMN02603902,5049,4919,20,Escherichia coli,99.24,0.21
GCA_000618165,187,GCA_000618165.2,Escherichia coli O121:H19 str. F6714,NA,F6714,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5130450,Scaffold,2014-04-08T00:00:00Z,NA,126520,139474,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353074,4900,4714,83,Escherichia coli,99.26,0.34
GCA_000303895,427,GCA_000303895.2,Escherichia coli PA23,NA,PA23,NA,NA,NA,Annotation submitted by Institute for Genome Sciences,5412826,Scaffold,2012-10-12T00:00:00Z,NA,140369,157878,Illumina,Institute for Genome Sciences,PRJNA65861,SAMN00794586,5829,5731,NA,Escherichia coli,99.47,0.15
GCA_000352825,5,GCA_000352825.1,Escherichia coli KTE190,NA,KTE190,NA,NA,NA,Annotation submitted by Broad Institute,5132135,Scaffold,2013-04-05T00:00:00Z,NA,249183,4909054,Illumina,Broad Institute,PRJNA163393,SAMN00974045,4785,4693,1,Escherichia coli,98.79,0.36
GCA_000776335,171,GCA_000776335.1,Escherichia coli,NA,upec-69,NA,NA,NA,NA,5419385,Scaffold,2014-11-13T00:00:00Z,NA,86760,108595,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802162,NA,NA,NA,Escherichia coli,98.8,0.83
GCA_000617565,190,GCA_000617565.1,Escherichia coli O121:H19 str. 2010C-4824,NA,2010C-4824,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5152875,Scaffold,2014-04-07T00:00:00Z,NA,122243,134646,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353003,4926,4739,82,Escherichia coli,99.26,0.4
GCA_000770285,114,GCA_000770285.1,Escherichia coli,NA,MRSN22624,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5184392,Scaffold,2014-10-31T00:00:00Z,NA,191617,191617,Illumina MiSeq,Walter Reed Army Institute of Research,PRJNA261723,SAMN03075589,5257,5055,110,Escherichia coli,99.02,0.65
GCA_000488795,164,GCA_000488795.1,Escherichia coli 910096-2,NA,910096-2,NA,NA,NA,Annotation submitted by Washington University,4997415,Scaffold,2013-10-29T00:00:00Z,NA,84768,109934,Illumina,Washington University,PRJNA183833,SAMN02436875,5367,5251,NA,Escherichia coli,97.15,0.68
GCA_000219515,4,GCA_000219515.3,Escherichia coli PCN033,NA,PCN033,NA,NA,NA,Annotation submitted by Chinese National Human Genome Center at Shanghai,5156873,Complete Genome,2015-06-08T00:00:00Z,NA,4987957,4987957,454,Chinese National Human Genome Center at Shanghai,PRJNA64999,SAMN02469619,5230,5072,51,Escherichia coli,99.05,0.65
GCA_000457325,10,GCA_000457325.1,Escherichia coli HVH 92 (4-5930790),NA,HVH 92 (4-5930790),NA,NA,NA,Annotation submitted by Broad Institute,5398063,Scaffold,2013-09-06T00:00:00Z,NA,281476,1658568,Illumina,Broad Institute,PRJNA186114,SAMN01885741,5047,4937,1,Escherichia coli,99.17,0.38
GCA_000460475,16,GCA_000460475.1,Escherichia coli UMEA 3162-1,NA,UMEA 3162-1,NA,NA,NA,Annotation submitted by Broad Institute,5255604,Scaffold,2013-08-29T00:00:00Z,NA,279134,639846,Illumina,Broad Institute,PRJNA186302,SAMN01885912,5078,4980,1,Escherichia coli,98.85,0.51
GCA_000460315,3,GCA_000460315.1,Escherichia coli UMEA 3144-1,NA,UMEA 3144-1,NA,NA,NA,Annotation submitted by Broad Institute,5071576,Scaffold,2013-08-29T00:00:00Z,NA,228639,3529398,Illumina,Broad Institute,PRJNA186293,SAMN01885903,4671,4578,1,Escherichia coli,99.21,0.58
GCA_000460515,13,GCA_000460515.1,Escherichia coli UMEA 3172-1,NA,UMEA 3172-1,NA,NA,NA,Annotation submitted by Broad Institute,5279354,Scaffold,2013-08-29T00:00:00Z,NA,234480,803374,Illumina,Broad Institute,PRJNA186304,SAMN01885914,4977,4885,1,Escherichia coli,98.16,0.27
GCA_000619685,209,GCA_000619685.2,Escherichia coli O157:NM str. 08-4540,NA,964455,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5368355,Scaffold,2014-04-08T00:00:00Z,NA,142196,183929,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352926,5127,4946,75,Escherichia coli,99.37,0.15
GCA_000461475,14,GCA_000461475.1,Escherichia coli UMEA 3656-1,NA,UMEA 3656-1,NA,NA,NA,Annotation submitted by Broad Institute,5078427,Scaffold,2013-08-29T00:00:00Z,NA,408232,2786433,Illumina,Broad Institute,PRJNA186361,SAMN01885970,4838,4743,1,Escherichia coli,98.41,0.47
GCA_000303515,391,GCA_000303515.2,Escherichia coli EC1848,NA,EC1848,NA,NA,NA,Annotation submitted by Institute for Genome Sciences,5369585,Scaffold,2012-10-12T00:00:00Z,NA,121775,148279,Illumina,Institute for Genome Sciences,PRJNA65955,SAMN00808707,5712,5614,1,Escherichia coli,99.51,0.15
GCA_000617605,186,GCA_000617605.2,Escherichia coli O121:H19 str. 2010C-4966,NA,2010C-4966,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5129468,Scaffold,2014-04-07T00:00:00Z,NA,122195,135113,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353006,4904,4726,80,Escherichia coli,99.16,0.34
GCA_000459015,12,GCA_000459015.1,Escherichia coli HVH 198 (4-3206106),NA,HVH 198 (4-3206106),NA,NA,NA,Annotation submitted by Broad Institute,5093797,Scaffold,2013-08-29T00:00:00Z,NA,477220,2577358,Illumina,Broad Institute,PRJNA186224,SAMN01885837,4869,4773,1,Escherichia coli,99,0.28
GCA_000352365,7,GCA_000352365.1,Escherichia coli KTE59,NA,KTE59,NA,NA,NA,Annotation submitted by Broad Institute,5145928,Scaffold,2013-04-05T00:00:00Z,NA,252572,3938492,Illumina,Broad Institute,PRJNA164875,SAMN00854618,4870,4791,1,Escherichia coli,98.9,0.89
GCA_000599685,1,GCA_000599685.1,Escherichia coli,NA,ST2747,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4998910,Complete Genome,2014-03-19T00:00:00Z,NA,4998910,4998910,PacBio,University of Antwerpen,PRJNA238952,SAMN02666697,4848,4560,163,Escherichia coli,99.26,0.18
GCA_000352125,3,GCA_000352125.1,Escherichia coli KTE17,NA,KTE17,NA,NA,NA,Annotation submitted by Broad Institute,4915467,Scaffold,2013-04-05T00:00:00Z,NA,275195,4675694,Illumina,Broad Institute,PRJNA157591,SAMN00847654,4632,4547,1,Escherichia coli,98.97,0.18
GCA_000461755,9,GCA_000461755.1,Escherichia coli UMEA 3889-1,NA,UMEA 3889-1,NA,NA,NA,Annotation submitted by Broad Institute,4734919,Scaffold,2013-08-29T00:00:00Z,NA,195132,2756509,Illumina,Broad Institute,PRJNA186376,SAMN01885985,4505,4408,1,Escherichia coli,98.88,0.25
GCA_000778335,123,GCA_000778335.1,Escherichia coli,NA,upec-237,NA,NA,NA,NA,5402128,Scaffold,2014-11-13T00:00:00Z,NA,120515,204642,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802061,NA,NA,NA,Escherichia coli,98.89,0.22
GCA_000164375,190,GCA_000164375.1,Escherichia coli MS 117-3,NA,MS 117-3,NA,NA,NA,Annotation submitted by Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine,5035484,Scaffold,2010-05-26T00:00:00Z,NA,25630,119290,Illumina,Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine,PRJNA47231,SAMN00189166,5491,5376,NA,Escherichia coli,99.26,0.6
GCA_000457285,5,GCA_000457285.1,Escherichia coli HVH 90 (4-3191362),NA,HVH 90 (4-3191362),NA,NA,NA,Annotation submitted by Broad Institute,5179002,Scaffold,2013-08-29T00:00:00Z,NA,305209,4104377,Illumina,Broad Institute,PRJNA186112,SAMN01885739,4931,4825,1,Escherichia coli,98.9,0.51
GCA_000026245,1,GCA_000026245.1,Escherichia coli 55989,NA,55989,NA,NA,NA,Annotation submitted by Institut Pasteur and Genoscope,5154862,Complete Genome,2008-12-18T00:00:00Z,NA,5154862,5154862,NA,Institut Pasteur and Genoscope,PRJNA33413,SAMEA3138229,5145,4763,156,Escherichia coli,99.21,0.54
GCA_000778235,79,GCA_000778235.1,Escherichia coli,NA,upec-243,NA,NA,NA,NA,5026988,Scaffold,2014-11-13T00:00:00Z,NA,156781,282008,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802068,NA,NA,NA,Escherichia coli,99.09,0.4
GCA_000408545,5,GCA_000408545.1,Escherichia coli KTE98,NA,KTE98,NA,NA,NA,Annotation submitted by Broad Institute,5209925,Scaffold,2013-06-04T00:00:00Z,NA,389561,2922009,Illumina,Broad Institute,PRJNA164939,SAMN00854650,4925,4843,1,Escherichia coli,99.22,0.58
GCA_000622445,273,GCA_000622445.2,Escherichia coli O26:H11 str. 03-3500,NA,584449,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5361185,Scaffold,2014-04-09T00:00:00Z,NA,104014,117850,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352899,5158,4967,80,Escherichia coli,99.46,0.71
GCA_000619045,221,GCA_000619045.2,Escherichia coli O157:H7 str. 2009C-4258,NA,2009C-4258,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5364627,Scaffold,2014-04-08T00:00:00Z,NA,142574,146415,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352944,5107,4931,74,Escherichia coli,99.35,0.15
GCA_000458335,13,GCA_000458335.1,Escherichia coli HVH 156 (4-3206505),NA,HVH 156 (4-3206505),NA,NA,NA,Annotation submitted by Broad Institute,5325224,Scaffold,2013-08-29T00:00:00Z,NA,297292,1433594,Illumina,Broad Institute,PRJNA186188,SAMN01885801,5060,4955,1,Escherichia coli,99.17,0.58
GCA_000616075,190,GCA_000616075.2,Escherichia coli O157:H7 str. 2011EL-2112,NA,2011EL-2112,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5294107,Scaffold,2014-04-07T00:00:00Z,NA,132596,145287,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353056,4973,4817,55,Escherichia coli,99.53,0.15
GCA_000456245,29,GCA_000456245.1,Escherichia coli HVH 18 (4-8589585),NA,HVH 18 (4-8589585),NA,NA,NA,Annotation submitted by Broad Institute,5054648,Scaffold,2013-08-29T00:00:00Z,NA,144751,758912,Illumina,Broad Institute,PRJNA186051,SAMN01885681,4783,4704,3,Escherichia coli,98.76,0.45
GCA_000457025,13,GCA_000457025.1,Escherichia coli HVH 73 (4-2393174),NA,HVH 73 (4-2393174),NA,NA,NA,Annotation submitted by Broad Institute,5384136,Scaffold,2013-08-29T00:00:00Z,NA,296735,2222256,Illumina,Broad Institute,PRJNA186097,SAMN01885724,5190,5096,1,Escherichia coli,99.08,0.46
GCA_000456425,7,GCA_000456425.1,Escherichia coli HVH 28 (4-0907367),NA,HVH 28 (4-0907367),NA,NA,NA,Annotation submitted by Broad Institute,5327518,Scaffold,2013-08-29T00:00:00Z,NA,318989,2841545,Illumina,Broad Institute,PRJNA186061,SAMN01885691,5069,4977,1,Escherichia coli,99.12,0.4
GCA_000457915,17,GCA_000457915.1,Escherichia coli HVH 132 (4-6876862),NA,HVH 132 (4-6876862),NA,NA,NA,Annotation submitted by Broad Institute,5256540,Scaffold,2013-08-29T00:00:00Z,NA,351380,575271,Illumina,Broad Institute,PRJNA186153,SAMN01885777,4948,4855,1,Escherichia coli,99.12,0.35
GCA_000778465,88,GCA_000778465.1,Escherichia coli,NA,upec-209,NA,NA,NA,NA,5333654,Scaffold,2014-11-13T00:00:00Z,NA,128804,268594,Illumina HiSeq,University of Washington,PRJNA248737,SAMN02802030,NA,NA,NA,Escherichia coli,98.96,0.88
GCA_000460595,11,GCA_000460595.1,Escherichia coli UMEA 3176-1,NA,UMEA 3176-1,NA,NA,NA,Annotation submitted by Broad Institute,4879873,Scaffold,2013-08-29T00:00:00Z,NA,257354,3151293,Illumina,Broad Institute,PRJNA186308,SAMN01885918,4649,4509,1,Escherichia coli,99.56,0.2
GCA_000460875,13,GCA_000460875.1,Escherichia coli UMEA 3216-1,NA,UMEA 3216-1,NA,NA,NA,Annotation submitted by Broad Institute,5030658,Scaffold,2013-08-29T00:00:00Z,NA,370308,794701,Illumina,Broad Institute,PRJNA186322,SAMN01885932,4677,4568,1,Escherichia coli,98.78,0.51
GCA_000457675,13,GCA_000457675.1,Escherichia coli HVH 116 (4-6879942),NA,HVH 116 (4-6879942),NA,NA,NA,Annotation submitted by Broad Institute,5241945,Scaffold,2013-08-29T00:00:00Z,NA,346749,911718,Illumina,Broad Institute,PRJNA186138,SAMN01885765,4954,4846,1,Escherichia coli,98.74,0.53
GCA_000458785,56,GCA_000458785.1,Escherichia coli HVH 186 (4-3405044),NA,HVH 186 (4-3405044),NA,NA,NA,Annotation submitted by Broad Institute,5414781,Scaffold,2013-08-29T00:00:00Z,NA,124255,610590,Illumina,Broad Institute,PRJNA186212,SAMN01885825,4847,4767,1,Escherichia coli,98.97,0.67
GCA_000352445,2,GCA_000352445.1,Escherichia coli KTE79,NA,KTE79,NA,NA,NA,Annotation submitted by Broad Institute,4916581,Scaffold,2013-04-05T00:00:00Z,NA,366161,4915429,Illumina,Broad Institute,PRJNA164915,SAMN00854638,4496,4422,1,Escherichia coli,99.54,0.76
GCA_000267905,512,GCA_000267905.2,Escherichia coli PA5,NA,PA5,NA,NA,NA,Annotation submitted by Institute for Genome Sciences,5347112,Scaffold,2012-06-15T00:00:00Z,NA,86775,104227,Illumina,Institute for Genome Sciences,PRJNA65845,SAMN02435988,5702,5611,NA,Escherichia coli,99.43,0.15
GCA_000459875,11,GCA_000459875.1,Escherichia coli KOEGE 73 (195a),NA,KOEGE 73 (195a),NA,NA,NA,Annotation submitted by Broad Institute,5558242,Scaffold,2013-08-29T00:00:00Z,NA,453227,3808451,Illumina,Broad Institute,PRJNA186271,SAMN01885881,5321,5210,1,Escherichia coli,98.99,0.93
GCA_000316765,334,GCA_000316765.2,Escherichia coli 96.0107,NA,96.0107,NA,NA,NA,Annotation submitted by Institute for Genome Sciences,5224909,Scaffold,2012-12-12T00:00:00Z,NA,116478,144915,Illumina,Institute for Genome Sciences,PRJNA65627,SAMN01041343,5489,5404,1,Escherichia coli,99.51,0.15
GCA_000617245,190,GCA_000617245.2,Escherichia coli O111:NM str. 03-3484,NA,578606,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5053667,Scaffold,2014-04-07T00:00:00Z,NA,96857,104498,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352898,4886,4692,90,Escherichia coli,98.92,0.59
GCA_000614345,216,GCA_000614345.2,Escherichia coli O157:H7 str. 2011EL-2312,NA,2011EL-2312,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5344941,Scaffold,2014-04-07T00:00:00Z,NA,121030,146389,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02353064,5091,4921,65,Escherichia coli,99.53,0.15
GCA_000617705,176,GCA_000617705.2,Escherichia coli O157:H7 str. 06-4039,NA,781407,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5272989,Scaffold,2014-04-07T00:00:00Z,NA,146397,148176,Illumina HiSeq 2000,CDC,PRJNA218110,SAMN02352912,5007,4848,59,Escherichia coli,99.51,0.15
GCA_000351705,6,GCA_000351705.1,Escherichia coli KTE76,NA,KTE76,NA,NA,NA,Annotation submitted by Broad Institute,5393261,Scaffold,2013-04-05T00:00:00Z,NA,192245,1504711,Illumina,Broad Institute,PRJNA164909,SAMN00854635,5071,4982,1,Escherichia coli,99.3,0.52
